energy_consumption_llm_total,response_token_length,response_duration,total_duration,model_size,adj_count,polysyllabcount,long_word_count
7.203660897919117e-06,25.0,2633186000.0,3587456946.0,2000000000.0,0.0,2.0,3.0
8.011963301355754e-05,474.0,54319771000.0,55217324943.0,2000000000.0,0.0,1.0,1.0
3.311573473814887e-05,180.0,20278360000.0,21513357421.0,2000000000.0,1.0,1.0,2.0
1.1845390317355604e-05,36.0,3840333000.0,6669800092.0,2000000000.0,4.0,9.0,15.0
1.2844784542911543e-05,57.0,6183193000.0,7125991788.0,2000000000.0,2.0,2.0,3.0
1.103045353332206e-05,44.0,4706556000.0,5888656819.0,2000000000.0,0.0,1.0,1.0
9.409157318680095e-06,28.0,2905963000.0,5204410667.0,2000000000.0,3.0,1.0,3.0
7.069381862216525e-06,18.0,1902496000.0,3554796340.0,2000000000.0,1.0,7.0,8.0
8.088401469677424e-06,25.0,2591423000.0,4246714448.0,2000000000.0,1.0,2.0,3.0
1.832910168009042e-05,93.0,10278197000.0,11777326724.0,2000000000.0,3.0,3.0,6.0
5.827412173814245e-06,14.0,1408634000.0,2801310994.0,2000000000.0,1.0,0.0,2.0
6.932634580116331e-06,20.0,2084253000.0,3262048424.0,2000000000.0,1.0,0.0,1.0
1.8903776406151293e-05,76.0,8264696000.0,11428841346.0,2000000000.0,3.0,9.0,14.0
8.249997026721637e-06,27.0,2854371000.0,4189627254.0,2000000000.0,0.0,1.0,3.0
7.603780544720161e-06,23.0,2488968000.0,3775855939.0,2000000000.0,1.0,2.0,4.0
7.396179457498836e-06,22.0,2259447000.0,3545501126.0,2000000000.0,1.0,1.0,4.0
6.4475436726855365e-06,17.0,1792621000.0,3025187402.0,2000000000.0,0.0,2.0,4.0
7.533807506781031e-06,26.0,2736334000.0,3911956788.0,2000000000.0,1.0,2.0,4.0
2.5161015022232148e-05,87.0,9837499000.0,16069560544.0,2000000000.0,7.0,13.0,20.0
1.7188661143013002e-05,85.0,9247207000.0,10368007842.0,2000000000.0,0.0,1.0,3.0
9.959939786116671e-06,40.0,4271548000.0,5397468395.0,2000000000.0,1.0,1.0,3.0
1.0471285718821127e-05,42.0,4481665000.0,5657192311.0,2000000000.0,2.0,1.0,3.0
8.077169466862917e-05,455.0,52824824000.0,53764402526.0,2000000000.0,1.0,1.0,3.0
2.4174665384310688e-05,124.0,13786781000.0,15220999796.0,2000000000.0,0.0,2.0,2.0
7.759979822883097e-06,27.0,2903719000.0,4075965671.0,2000000000.0,3.0,1.0,3.0
2.755491781589346e-05,151.0,16935062000.0,17940709670.0,2000000000.0,1.0,1.0,3.0
7.80460985284363e-06,22.0,2327149000.0,4110657063.0,2000000000.0,4.0,2.0,5.0
1.808406439292716e-05,110.0,12516061000.0,14184369508.0,2000000000.0,1.0,2.0,3.0
1.2993724633918868e-05,57.0,6300238000.0,7585122783.0,2000000000.0,0.0,1.0,2.0
7.499196028099982e-06,23.0,2418048000.0,3889835468.0,2000000000.0,1.0,1.0,3.0
1.2321487643589342e-05,51.0,5611378000.0,7106939256.0,2000000000.0,1.0,2.0,3.0
6.678512334097836e-06,22.0,2313018000.0,3318621232.0,2000000000.0,0.0,1.0,3.0
6.992470616724246e-06,22.0,2434967000.0,3438666227.0,2000000000.0,0.0,1.0,6.0
8.12512203143574e-06,28.0,2979841000.0,4162828831.0,2000000000.0,1.0,0.0,1.0
8.057439730198937e-06,23.0,2542733000.0,3997001929.0,2000000000.0,2.0,2.0,4.0
1.0080058795309396e-05,39.0,4217233000.0,5501729109.0,2000000000.0,0.0,1.0,2.0
7.4097880653640065e-06,23.0,2361203000.0,3650326676.0,2000000000.0,1.0,2.0,3.0
1.7848363942795964e-05,124.0,13889917000.0,15392356382.0,2000000000.0,1.0,0.0,2.0
9.78049846105085e-06,38.0,4095615000.0,5488861553.0,2000000000.0,1.0,1.0,4.0
2.9387567009652296e-05,164.0,18163554000.0,19666955492.0,2000000000.0,2.0,2.0,5.0
6.51524122512663e-06,21.0,2190019000.0,3237610785.0,2000000000.0,1.0,2.0,2.0
1.770609742129293e-05,84.0,9237173000.0,11132480924.0,2000000000.0,2.0,3.0,5.0
1.1364704976923163e-05,39.0,4217069000.0,6280316990.0,2000000000.0,3.0,5.0,8.0
5.163032888937176e-05,298.0,34043212000.0,35231596362.0,2000000000.0,0.0,2.0,3.0
3.593682884008071e-05,208.0,23189149000.0,24092404800.0,2000000000.0,0.0,1.0,3.0
8.05340386956893e-06,20.0,2253745000.0,4188136081.0,2000000000.0,1.0,2.0,3.0
6.995405528517951e-05,406.0,46570309000.0,47575290114.0,2000000000.0,1.0,1.0,1.0
9.10877645023134e-05,537.0,62385388000.0,63170757811.0,2000000000.0,0.0,0.0,1.0
4.17675803111645e-05,227.0,26008332000.0,28236470080.0,2000000000.0,0.0,2.0,4.0
6.896947685758902e-05,414.0,47375984000.0,48713337566.0,2000000000.0,1.0,2.0,2.0
6.113224485450035e-05,351.0,40474233000.0,42586355735.0,2000000000.0,1.0,4.0,6.0
1.0945158381255837e-05,38.0,4079402000.0,6424751651.0,2000000000.0,1.0,3.0,3.0
8.790471642606594e-06,19.0,2091549000.0,4921627287.0,2000000000.0,3.0,4.0,4.0
7.047472205986245e-05,417.0,47808053000.0,49109004187.0,2000000000.0,2.0,2.0,0.0
5.073706022845628e-05,279.0,31819903000.0,35090648644.0,2000000000.0,1.0,2.0,3.0
3.3931965312306994e-05,180.0,20326636000.0,22333200890.0,2000000000.0,1.0,4.0,7.0
9.806177354270596e-05,571.0,66258760000.0,67486763679.0,2000000000.0,1.0,0.0,4.0
6.961778766065485e-05,419.0,48185591000.0,49193974367.0,2000000000.0,0.0,3.0,4.0
1.5948342091468245e-05,79.0,8699941000.0,9834766115.0,2000000000.0,2.0,5.0,7.0
0.000117393319617,691.0,81146500000.0,82485221079.0,2000000000.0,0.0,5.0,6.0
6.606173083827221e-05,383.0,44027349000.0,45202196194.0,2000000000.0,1.0,4.0,5.0
3.248430970938531e-05,179.0,20196890000.0,21538193092.0,2000000000.0,3.0,1.0,5.0
4.1339351613521934e-05,218.0,24964536000.0,27240285330.0,2000000000.0,0.0,4.0,4.0
0.0001047520764567,603.0,71021982000.0,72076957248.0,2000000000.0,1.0,4.0,4.0
6.313152541385757e-06,18.0,1988781000.0,3163208720.0,2000000000.0,1.0,2.0,5.0
8.093386339202146e-06,32.0,3407816000.0,4355971924.0,2000000000.0,0.0,1.0,4.0
9.59540977435701e-06,41.0,4495809000.0,5392813362.0,2000000000.0,1.0,2.0,2.0
8.008401310187481e-05,481.0,55505342000.0,56506466803.0,2000000000.0,1.0,2.0,2.0
5.290003850854032e-05,293.0,33443464000.0,36342716360.0,2000000000.0,2.0,4.0,9.0
1.024359399426027e-05,32.0,3352264000.0,5649192661.0,2000000000.0,3.0,8.0,11.0
8.875815609858404e-06,35.0,3645288000.0,4648971387.0,2000000000.0,1.0,3.0,4.0
6.053635213211101e-06,16.0,1606993000.0,2852870415.0,2000000000.0,2.0,3.0,6.0
7.279795097067138e-05,424.0,49299018000.0,51093701672.0,2000000000.0,2.0,1.0,4.0
7.541745680957986e-06,24.0,2682603000.0,4025521174.0,2000000000.0,1.0,0.0,3.0
7.983517135110642e-05,470.0,54270641000.0,55286813454.0,2000000000.0,2.0,3.0,4.0
4.348291810522532e-05,251.0,28249711000.0,29249430158.0,2000000000.0,0.0,0.0,1.0
7.901297411927957e-06,23.0,2489275000.0,3944315419.0,2000000000.0,2.0,2.0,5.0
1.2110688872020415e-05,45.0,4932415000.0,6949908954.0,2000000000.0,2.0,1.0,3.0
1.0328258735436354e-05,39.0,4218720000.0,5882752210.0,2000000000.0,1.0,3.0,4.0
9.213350547718706e-06,33.0,3551150000.0,5105827872.0,2000000000.0,2.0,0.0,2.0
1.5488118624161466e-05,76.0,8294345000.0,9472986590.0,2000000000.0,2.0,1.0,3.0
1.803309593079556e-05,108.0,11860382000.0,12987827071.0,2000000000.0,0.0,3.0,4.0
1.686248925848992e-05,89.0,9791774000.0,10791883306.0,2000000000.0,1.0,0.0,2.0
8.647905750407113e-06,23.0,2356795000.0,4801994135.0,2000000000.0,4.0,5.0,9.0
1.3509196951177911e-05,40.0,4333337000.0,8246055753.0,2000000000.0,4.0,6.0,13.0
7.70865974549042e-06,24.0,2556182000.0,4216326073.0,2000000000.0,3.0,4.0,5.0
7.028835844331317e-06,20.0,2104405000.0,3566184553.0,2000000000.0,0.0,2.0,5.0
1.198576091854678e-05,52.0,5680414000.0,6803417899.0,2000000000.0,1.0,3.0,4.0
1.2034396449368257e-05,52.0,5616391000.0,7009485851.0,2000000000.0,2.0,2.0,7.0
9.926081919501918e-06,40.0,4281018000.0,5619064365.0,2000000000.0,1.0,1.0,4.0
1.0081103890569754e-05,39.0,4271882000.0,5828040342.0,2000000000.0,0.0,2.0,4.0
1.0060642156790122e-05,43.0,4601307000.0,5659744078.0,2000000000.0,2.0,2.0,4.0
6.921706039423725e-06,21.0,2194619000.0,3531070390.0,2000000000.0,2.0,2.0,7.0
2.0918695072119417e-05,99.0,11025458000.0,13502484501.0,2000000000.0,1.0,0.0,0.0
1.7511623349143555e-05,115.0,12802053000.0,14084052307.0,2000000000.0,1.0,0.0,1.0
6.784319956435097e-06,20.0,2054786000.0,3497392155.0,2000000000.0,3.0,3.0,3.0
8.060343460972247e-05,478.0,55476381000.0,56526893257.0,2000000000.0,0.0,2.0,3.0
6.237196608449435e-06,18.0,1892525000.0,3065075773.0,2000000000.0,1.0,1.0,1.0
7.101601499117886e-05,425.0,49579058000.0,50638030932.0,2000000000.0,2.0,2.0,3.0
1.8444059106601427e-05,104.0,11307580000.0,12312698448.0,2000000000.0,0.0,0.0,1.0
6.602042400712023e-06,19.0,1927605000.0,3472010483.0,2000000000.0,1.0,1.0,4.0
8.289366986439566e-05,494.0,56974714000.0,58306295082.0,2000000000.0,1.0,1.0,2.0
3.4070385034725475e-05,199.0,22263068000.0,23446281977.0,2000000000.0,0.0,1.0,2.0
6.807569785891631e-05,413.0,46692621000.0,47593790808.0,2000000000.0,0.0,0.0,3.0
7.959473884843887e-06,30.0,3313866000.0,4310712596.0,2000000000.0,0.0,1.0,1.0
1.8546643634995007e-05,96.0,10723124000.0,11732558307.0,2000000000.0,0.0,0.0,0.0
6.488088440384733e-06,18.0,1944731000.0,3281371916.0,2000000000.0,2.0,1.0,2.0
8.52649703601649e-06,21.0,2346576000.0,4569033541.0,2000000000.0,4.0,7.0,9.0
1.410856449780524e-05,68.0,7396358000.0,8401225823.0,2000000000.0,1.0,2.0,3.0
0.0001040450479021,604.0,71339824000.0,72526155549.0,2000000000.0,1.0,3.0,3.0
6.196961994621897e-05,361.0,41312586000.0,43381411006.0,2000000000.0,0.0,6.0,8.0
1.520014520430131e-05,65.0,7158286000.0,9276671964.0,2000000000.0,2.0,3.0,7.0
2.7455103629273217e-05,151.0,16673140000.0,17795781368.0,2000000000.0,1.0,2.0,3.0
9.4697472854329e-06,33.0,3558949000.0,5116261394.0,2000000000.0,0.0,1.0,5.0
6.742972867070599e-05,400.0,45649343000.0,46680375727.0,2000000000.0,0.0,1.0,2.0
3.3149328650566895e-05,182.0,20866481000.0,22804677238.0,2000000000.0,0.0,0.0,1.0
3.212602735629047e-05,170.0,19466561000.0,21795609945.0,2000000000.0,1.0,1.0,4.0
6.080202042797386e-06,22.0,2298459000.0,3121766042.0,2000000000.0,0.0,1.0,1.0
4.520974715523487e-05,270.0,30258345000.0,31263890578.0,2000000000.0,0.0,2.0,2.0
7.130320281004703e-05,440.0,50089830000.0,50876081961.0,2000000000.0,0.0,0.0,1.0
8.535859161842259e-06,26.0,2726327000.0,4617191684.0,2000000000.0,1.0,3.0,6.0
7.523050932313155e-06,27.0,3009020000.0,4062023373.0,2000000000.0,1.0,1.0,1.0
6.901343146478884e-06,21.0,2157797000.0,3504450518.0,2000000000.0,0.0,1.0,4.0
8.830106073195592e-06,31.0,3298725000.0,4905247252.0,2000000000.0,1.0,1.0,2.0
5.393779447925495e-05,328.0,37259179000.0,38210031555.0,2000000000.0,0.0,2.0,3.0
6.961891492604183e-05,420.0,48068806000.0,49074883581.0,2000000000.0,1.0,0.0,1.0
6.054616418666512e-05,356.0,40725316000.0,41792109789.0,2000000000.0,1.0,4.0,3.0
7.421519471897211e-06,23.0,2438923000.0,3727867885.0,2000000000.0,1.0,3.0,4.0
1.1164701434037422e-05,51.0,5609140000.0,6394195822.0,2000000000.0,1.0,1.0,2.0
7.230449024172139e-06,22.0,2344715000.0,3566810767.0,2000000000.0,1.0,4.0,5.0
7.67484735349814e-06,29.0,3030509000.0,3866490707.0,2000000000.0,0.0,0.0,1.0
9.755376524221184e-06,40.0,4292890000.0,5140810845.0,2000000000.0,0.0,2.0,2.0
8.706903608978518e-06,34.0,3690504000.0,4748927762.0,2000000000.0,1.0,0.0,1.0
7.282891027170972e-05,425.0,48714535000.0,50111712854.0,2000000000.0,1.0,2.0,3.0
7.115211466427773e-05,423.0,48575763000.0,49628195875.0,2000000000.0,0.0,1.0,2.0
4.225992292179216e-05,238.0,27178964000.0,28355215904.0,2000000000.0,1.0,1.0,2.0
7.816889128043544e-06,23.0,2531757000.0,3974637361.0,2000000000.0,1.0,1.0,4.0
3.54670978055185e-05,209.0,23347699000.0,24296676538.0,2000000000.0,0.0,0.0,1.0
7.686130506892793e-06,27.0,2906484000.0,3970196178.0,2000000000.0,0.0,0.0,2.0
3.316611778767545e-05,188.0,21080766000.0,22370497263.0,2000000000.0,1.0,1.0,1.0
7.034478510767907e-06,25.0,2591081000.0,3716983188.0,2000000000.0,2.0,0.0,1.0
1.034143761197726e-05,43.0,4753403000.0,5815148984.0,2000000000.0,0.0,0.0,1.0
5.134371923738056e-06,13.0,1275403000.0,2268814632.0,2000000000.0,1.0,1.0,1.0
1.0756282847778172e-05,44.0,4821778000.0,6212922274.0,2000000000.0,0.0,2.0,3.0
1.2859153738033034e-05,59.0,6554702000.0,7450348643.0,2000000000.0,0.0,1.0,1.0
1.2810428491636654e-05,60.0,6695547000.0,7749980155.0,2000000000.0,1.0,2.0,3.0
7.818975674854345e-06,24.0,2471447000.0,4015594582.0,2000000000.0,2.0,0.0,2.0
1.1066581463499156e-05,48.0,5364027000.0,6318916342.0,2000000000.0,0.0,2.0,3.0
5.416236027163582e-05,315.0,35500530000.0,37290257356.0,2000000000.0,0.0,0.0,2.0
1.239497419854486e-05,54.0,5996854000.0,7137504304.0,2000000000.0,0.0,3.0,4.0
7.122620841599536e-05,420.0,48035094000.0,49375320086.0,2000000000.0,2.0,2.0,5.0
1.046959749702656e-05,42.0,4503769000.0,5736714935.0,2000000000.0,1.0,2.0,6.0
6.923883939992331e-05,412.0,47275318000.0,48502562637.0,2000000000.0,1.0,3.0,5.0
9.207153954379162e-05,551.0,63937164000.0,65058057689.0,2000000000.0,1.0,4.0,5.0
7.110762093811479e-06,25.0,2643653000.0,3702037400.0,2000000000.0,0.0,0.0,2.0
6.487473797163847e-06,17.0,1877956000.0,3109607190.0,2000000000.0,1.0,2.0,6.0
4.823017385815547e-05,271.0,31037717000.0,32583008603.0,2000000000.0,0.0,1.0,5.0
8.954379300898009e-05,539.0,62189580000.0,63140248881.0,2000000000.0,0.0,1.0,4.0
1.761491729549359e-05,92.0,9947445000.0,11122416308.0,2000000000.0,3.0,3.0,3.0
9.447509130856189e-05,571.0,66146616000.0,67268089192.0,2000000000.0,2.0,1.0,5.0
0.000100303039079,589.0,69054254000.0,70232179119.0,2000000000.0,1.0,2.0,3.0
5.461922875829968e-05,319.0,36614577000.0,37791436469.0,2000000000.0,0.0,1.0,1.0
6.556661351190673e-06,22.0,2422331000.0,3201540389.0,2000000000.0,0.0,0.0,1.0
1.1535026378851412e-05,49.0,5194139000.0,6908410579.0,2000000000.0,1.0,2.0,4.0
7.847182694286483e-05,472.0,55095944000.0,56224404232.0,2000000000.0,1.0,3.0,3.0
7.386126203529834e-06,20.0,2262648000.0,3925214114.0,2000000000.0,2.0,0.0,4.0
3.211878274215453e-05,183.0,20602395000.0,22052757432.0,2000000000.0,1.0,0.0,2.0
1.813429064350883e-05,85.0,9683456000.0,11512697727.0,2000000000.0,2.0,2.0,1.0
8.608357787670239e-05,518.0,59819032000.0,60713960333.0,2000000000.0,1.0,1.0,2.0
5.894070198638529e-05,349.0,40181827000.0,41234577049.0,2000000000.0,1.0,3.0,5.0
7.80410303315965e-05,463.0,53605939000.0,54604960687.0,2000000000.0,2.0,1.0,3.0
3.907955793665436e-05,225.0,25313011000.0,26260449773.0,2000000000.0,1.0,0.0,2.0
3.75883621682398e-05,205.0,23379454000.0,24850863271.0,2000000000.0,1.0,1.0,1.0
1.5964130341475543e-05,41.0,4743923000.0,9369113389.0,2000000000.0,11.0,13.0,25.0
7.795444916772367e-06,20.0,2154541000.0,3765994739.0,2000000000.0,3.0,2.0,5.0
7.169508005395787e-06,20.0,2105330000.0,3607672362.0,2000000000.0,4.0,4.0,6.0
1.1524078892958984e-05,33.0,3689812000.0,6411839122.0,2000000000.0,4.0,6.0,7.0
8.227086433484533e-06,26.0,2683388000.0,4228241437.0,2000000000.0,1.0,2.0,5.0
1.581170478128535e-05,35.0,3687958000.0,9589684610.0,2000000000.0,9.0,17.0,22.0
9.040212829472551e-06,34.0,3719024000.0,4843699067.0,2000000000.0,1.0,0.0,1.0
3.413246660131605e-05,180.0,20507027000.0,21633334020.0,2000000000.0,1.0,2.0,3.0
1.1174330813944648e-05,41.0,4451647000.0,6396558100.0,2000000000.0,1.0,2.0,2.0
9.452404384460635e-06,30.0,3343486000.0,5184308851.0,2000000000.0,3.0,2.0,8.0
5.790949496804184e-06,17.0,1737630000.0,2736543719.0,2000000000.0,1.0,3.0,3.0
7.301847039815352e-06,23.0,2384918000.0,3613209719.0,2000000000.0,1.0,2.0,3.0
